Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Location,Lat,Long
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,,,MONTGOMERY,AL,36109,,3342604100,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,FALSE,"215 PERRY HILL ROAD
MONTGOMERY, AL 36109
(32.37989551000044, -86.24662500899967)",32.3798955100004,-86.24662500899967
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD,,,TUSCALOOSA,AL,35404,,2055542000,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,FALSE,"3701 LOOP ROAD
TUSCALOOSA, AL 35404
(33.19321228400048, -87.48836588499967)",33.1932122840004,-87.48836588499967
11300,WASHINGTON COUNTY HOSPITAL,14600 ST. STEPHENS AVENUE,,,CHATOM,AL,36518,WASHINGTON,2518472223,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"14600 ST. STEPHENS AVENUE
CHATOM, AL 36518
(31.45957310500046, -88.23330173799968)",31.4595731050004,-88.23330173799968
11302,RED BAY HOSPITAL,211 HOSPITAL ROAD,,,RED BAY,AL,35582,FRANKLIN,2563569532,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"211 HOSPITAL ROAD
RED BAY, AL 35582
(34.45749669000048, -88.14712237399965)",34.4574966900004,-88.14712237399965
11304,CHOCTAW GENERAL HOSPITAL,"401 VANITY FAIR LANE, PO BOX 618",,,BUTLER,AL,36904,CHOCTAW,2054599100,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"401 VANITY FAIR LANE, PO BOX 618
BUTLER, AL 36904
(32.10034163700044, -88.21280175199968)",32.1003416370004,-88.21280175199968
13301,UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,1700 CENTER STREET,,,MOBILE,AL,36604,MOBILE,2514151000,Childrens,Government - State,TRUE,"1700 CENTER STREET
MOBILE, AL 36604
(30.69622723800046, -88.07744478499967)",30.6962272380004,-88.07744478499967
20001,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,,,ANCHORAGE,AK,99519,ANCHORAGE,9072613675,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"BOX 196604
ANCHORAGE, AK 99519
(61.184698348000495, -149.98859606099973)",61.18469834800049,-149.98859606099973
20006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,,,PALMER,AK,99645,MATANUSKA SUSITNA,9077468600,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"2500 SOUTH WOODWORTH LOOP
PALMER, AK 99645
(61.562006701000485, -149.26054746699972)",61.56200670100048,-149.26054746699972
20008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,,,JUNEAU,AK,99801,JUNEAU,9077968900,Acute Care Hospitals,Government - Local,TRUE,"3260 HOSPITAL DR
JUNEAU, AK 99801
(58.329445464000514, -134.46585454599972)",58.32944546400051,-134.46585454599972
20012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,,,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,9074528181,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"1650 COWLES STREET
FAIRBANKS, AK 99701
(64.83294763200053, -147.73656572899972)",64.8329476320005,-147.73656572899972
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,,,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Acute Care Hospitals,Proprietary,TRUE,"2801 DEBARR ROAD
ANCHORAGE, AK 99508
(61.209755446000486, -149.82899175899973)",61.20975544600048,-149.82899175899973
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,,,BETHEL,AK,99559,BETHEL,9075436300,Acute Care Hospitals,Government - Federal,TRUE,"PO BOX 287
BETHEL, AK 99559
(60.78436692100047, -161.79026971399975)",60.7843669210004,-161.79026971399975
20024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,,,SOLDOTNA,AK,99669,KENAI PENINSULA,9072624404,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"250 HOSPITAL PLACE
SOLDOTNA, AK 99669
(60.49373323600048, -151.07808315699972)",60.4937332360004,-151.07808315699972
20026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,,,ANCHORAGE,AK,99508,ANCHORAGE,9075632662,Acute Care Hospitals,Government - Federal,TRUE,"4315 DIPLOMACY DR
ANCHORAGE, AK 99508
(61.1818669000005, -149.80259723899974)",61.181866900000,-149.80259723899974
20027,MT EDGECUMBE HOSPITAL,222 TONGASS DR,,,SITKA,AK,99835,SITKA,9079662411,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"222 TONGASS DR
SITKA, AK 99835
(57.049520447000475, -135.3548210679997)",57.04952044700047,-135.3548210679997
21301,PROVIDENCE VALDEZ MEDICAL CENTER,PO BOX 550,,,VALDEZ,AK,99686,VALDEZ CORDOVA,9078352249,Critical Access Hospitals,Government - Local,TRUE,"PO BOX 550
VALDEZ, AK 99686
(61.126027739000506, -146.35414668999974)",61.12602773900050,-146.35414668999974
21302,PROVIDENCE SEWARD HOSPITAL,"417 FIRST AVENUE, PO BOX 365",,,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Critical Access Hospitals,Government - Local,TRUE,"417 FIRST AVENUE, PO BOX 365
SEWARD, AK 99664
(60.105447066000465, -149.44553447399974)",60.10544706600046,-149.44553447399974
21303,SITKA COMMUNITY HOSPITAL,209 MOLLER DRIVE,,,SITKA,AK,99835,SITKA,9077473241,Critical Access Hospitals,Government - Local,TRUE,"209 MOLLER DRIVE
SITKA, AK 99835
(57.05851646400049, -135.34559757899973)",57.0585164640004,-135.34559757899973
21304,PETERSBURG MEDICAL CENTER, PO BOX 589,,,PETERSBURG,AK,99833,,9077724291,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"PO BOX 589
PETERSBURG, AK 99833
(56.81069862600049, -132.9451077719997)",56.8106986260004,-132.9451077719997
21305,WRANGELL MEDICAL CENTER,310 BENNETT STREET PO BOX 1081,,,WRANGELL,AK,99929,,9078747000,Critical Access Hospitals,Government - Local,TRUE,"310 BENNETT STREET PO BOX 1081
WRANGELL, AK 99929
(56.47159576400048, -132.3764475159997)",56.4715957640004,-132.3764475159997
21306,PROVIDENCE KODIAK ISLAND MEDICAL CTR,1915 EAST REZANOF DRIVE,,,KODIAK,AK,99615,KODIAK ISLAND,9074869592,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"1915 EAST REZANOF DRIVE
KODIAK, AK 99615
(57.8003503380005, -152.37476764599973)",57.800350338000,-152.37476764599973
21307,CORDOVA COMMUNITY MEDICAL CENTER,PO BOX 160 - 602 CHASE AVENUE,,,CORDOVA,AK,99574,VALDEZ CORDOVA,9074248000,Critical Access Hospitals,Government - Local,TRUE,"PO BOX 160 - 602 CHASE AVENUE
CORDOVA, AK 99574
(60.5406154100005, -145.75547243999972)",60.540615410000,-145.75547243999972
21308,NORTON SOUND REGIONAL HOSPITAL,"306 WEST 5TH AVENUE, P O BOX 966",,,NOME,AK,99762,NOME,9074433311,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"306 WEST 5TH AVENUE, P O BOX 966
NOME, AK 99762
(64.49778676700049, -165.40803860899976)",64.4977867670004,-165.40803860899976
21309,KANAKANAK HOSPITAL,P O BOX 130,,,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"P O BOX 130
DILLINGHAM, AK 99576
(59.039747278000505, -158.46278629299974)",59.03974727800050,-158.46278629299974
21311, KETCHIKAN MEDICAL CENTER,3100 TONGASS AVENUE,,,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,9072255171,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,"3100 TONGASS AVENUE
KETCHIKAN, AK 99901
(55.35288644900049, -131.68635184699968)",55.3528864490004,-131.68635184699968
21312,SAMUEL SIMMONDS MEMORIAL HOSPITAL,P O BOX 29,,,BARROW,AK,99723,NORTH SLOPE,9078524611,Critical Access Hospitals,Government - Federal,TRUE,"P O BOX 29
BARROW, AK 99723
(71.0955298880005, -156.31680980199974)",71.095529888000,-156.31680980199974
21313,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST,,,HOMER,AK,99603,KENAI PENINSULA,9072358101,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"4300 BARTLETT ST
HOMER, AK 99603
(59.65202073800049, -151.55009523899975)",59.6520207380004,-151.55009523899975
30001,MARYVALE HOSPITAL,5102 WEST CAMPBELL AVENUE,,,PHOENIX,AZ,85031,MARICOPA,6238485000,Acute Care Hospitals,Proprietary,TRUE,"5102 WEST CAMPBELL AVENUE
PHOENIX, AZ 85031
(33.502188238000485, -112.17062114799967)",33.50218823800048,-112.17062114799967
30002,BANNER GOOD SAMARITAN MEDICAL CENTER,1111 EAST MCDOWELL ROAD,,,PHOENIX,AZ,85006,MARICOPA,6022392000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"1111 EAST MCDOWELL ROAD
PHOENIX, AZ 85006
(33.465683208000485, -112.0583127109997)",33.46568320800048,-112.0583127109997
30006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,,,TUCSON,AZ,85712,PIMA,5203275461,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"5301 EAST GRANT ROAD
TUCSON, AZ 85712
(32.250778444000446, -110.87971205999969)",32.25077844400044,-110.87971205999969
30007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,,,COTTONWOOD,AZ,86326,YAVAPAI,9286396000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"269 SOUTH CANDY LANE
COTTONWOOD, AZ 86326
(34.73529572700045, -112.0315518539997)",34.7352957270004,-112.0315518539997
30010,CARONDELET ST  MARYS HOSPITAL,1601 WEST ST MARY'S ROAD,,,TUCSON,AZ,85745,PIMA,5208723000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"1601 WEST ST MARY'S ROAD
TUCSON, AZ 85745
(32.22880480300046, -110.99906526699971)",32.2288048030004,-110.99906526699971
30011,CARONDELET ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,,,TUCSON,AZ,85711,PIMA,5208733000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"350 NORTH WILMOT ROAD
TUCSON, AZ 85711
(32.22604207700044, -110.8578259789997)",32.2260420770004,-110.8578259789997
30012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,,,PRESCOTT,AZ,86301,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"1003 WILLOW CREEK ROAD
PRESCOTT, AZ 86301
(34.56016772500044, -112.48212708199969)",34.5601677250004,-112.48212708199969
30013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,,,YUMA,AZ,85364,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"2400 SOUTH AVENUE A
YUMA, AZ 85364
(32.68319034700045, -114.63326208699971)",32.6831903470004,-114.63326208699971
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,250 EAST DUNLAP AVENUE,,,PHOENIX,AZ,85020,MARICOPA,6029432381,Acute Care Hospitals,Proprietary,TRUE,"250 EAST DUNLAP AVENUE
PHOENIX, AZ 85020
(33.56775833600045, -112.07020098299967)",33.5677583360004,-112.07020098299967
30016,CASA GRANDE REGIONAL MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,,,CASA GRANDE,AZ,85222,PINAL,5203816453,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"1800 EAST FLORENCE BOULEVARD
CASA GRANDE, AZ 85222
(32.87964233900044, -111.70959654299969)",32.8796423390004,-111.70959654299969
30022,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET,,,PHOENIX,AZ,85008,MARICOPA,6023445011,Acute Care Hospitals,Government - Local,TRUE,"2601 EAST ROOSEVELT STREET
PHOENIX, AZ 85008
(33.45851313600048, -112.02587090299971)",33.4585131360004,-112.02587090299971
30023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,,,FLAGSTAFF,AZ,86001,COCONINO,9287732009,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"1200 NORTH BEAVER STREET
FLAGSTAFF, AZ 86001
(35.20864644700049, -111.64517205999971)",35.2086464470004,-111.64517205999971
30024,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,,,PHOENIX,AZ,85013,MARICOPA,6024063000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,"350 WEST THOMAS ROAD
PHOENIX, AZ 85013
(33.480343132000485, -112.07987255299969)",33.48034313200048,-112.07987255299969
30030,PHOENIX BAPTIST HOSPITAL,2000 WEST BETHANY HOME ROAD,,,PHOENIX,AZ,85015,MARICOPA,6022490212,Acute Care Hospitals,Proprietary,TRUE,"2000 WEST BETHANY HOME ROAD
PHOENIX, AZ 85015
(33.524169310000445, -112.10224532599972)",33.52416931000044,-112.10224532599972
30033,PAYSON REGIONAL MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,,,PAYSON,AZ,85541,GILA,9284743222,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"807 SOUTH PONDEROSA DRIVE
PAYSON, AZ 85541
(34.231117053000446, -111.32157071499967)",34.23111705300044,-111.32157071499967
30036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,,,CHANDLER,AZ,85224,MARICOPA,4809634561,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"1955 WEST FRYE ROAD
CHANDLER, AZ 85224
(33.29867241600044, -111.87516587299967)",33.2986724160004,-111.87516587299967
30037,ST LUKES MEDICAL CENTER,1800 EAST VAN BUREN STREET,,,PHOENIX,AZ,85006,MARICOPA,6022518156,Acute Care Hospitals,Proprietary,TRUE,"1800 EAST VAN BUREN STREET
PHOENIX, AZ 85006
(33.45145108900044, -112.0432598269997)",33.4514510890004,-112.0432598269997
30038,SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,,,SCOTTSDALE,AZ,85251,MARICOPA,4808824000,Acute Care Hospitals,Proprietary,TRUE,"7400 EAST OSBORN ROAD
SCOTTSDALE, AZ 85251
(33.487648427000465, -111.9220301629997)",33.48764842700046,-111.9220301629997
30043,SIERRA VISTA REGIONAL HEALTH CENTER,300 EL CAMINO REAL,,,SIERRA VISTA,AZ,85635,COCHISE,5204173001,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"300 EL CAMINO REAL
SIERRA VISTA, AZ 85635
(31.55138930500044, -110.27237383899967)",31.5513893050004,-110.27237383899967
30055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,,,KINGMAN,AZ,86409,MOHAVE,9287572101,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,"3269 STOCKTON HILL ROAD
KINGMAN, AZ 86409
(35.220057049000445, -114.03579260599969)",35.22005704900044,-114.03579260599969
30061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,,,SUN CITY,AZ,85351,MARICOPA,6239777211,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"10401 WEST THUNDERBIRD BOULEVARD
SUN CITY, AZ 85351
(33.60478297900045, -112.28299081999967)",33.6047829790004,-112.28299081999967
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 SHOW LOW LAKE ROAD,,,SHOW LOW,AZ,85901,NAVAJO,9285376399,Acute Care Hospitals,Proprietary,TRUE,"2200 SHOW LOW LAKE ROAD
SHOW LOW, AZ 85901
(34.20201868000049, -110.01690832499969)",34.2020186800004,-110.01690832499969
30064,"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE",1501 NORTH CAMPBELL AVENUE,,,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"1501 NORTH CAMPBELL AVENUE
TUCSON, AZ 85724
(32.240731318000485, -110.9441287889997)",32.24073131800048,-110.9441287889997
30065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,,,MESA,AZ,85202,MARICOPA,4804123000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"1400 SOUTH DOBSON ROAD
MESA, AZ 85202
(33.39029114600049, -111.87467391499968)",33.3902911460004,-111.87467391499968
30067,LA PAZ REGIONAL HOSPITAL,1200 WEST MOHAVE ROAD,,,PARKER,AZ,85344,LA PAZ,9286697300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"1200 WEST MOHAVE ROAD
PARKER, AZ 85344
(34.13576566800049, -114.28424993399972)",34.1357656680004,-114.28424993399972
30068,MT GRAHAM REGIONAL MEDICAL CENTER,1600  SOUTH 20TH AVENUE,,,SAFFORD,AZ,85546,GRAHAM,9283484000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,"1600 SOUTH 20TH AVENUE
SAFFORD, AZ 85546
(32.82177244000047, -109.73300058699971)",32.8217724400004,-109.73300058699971
30069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,,,LAKE HAVASU CITY,AZ,86403,MOHAVE,9288558185,Acute Care Hospitals,Proprietary,TRUE,"101 CIVIC CENTER LANE
LAKE HAVASU CITY, AZ 86403
(34.47954864500048, -114.33848327099969)",34.4795486450004,-114.33848327099969
30071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,,,FORT DEFIANCE,AZ,86504,APACHE,9287298000,Acute Care Hospitals,Government - Federal,TRUE,"PO BOX 649
FORT DEFIANCE, AZ 86504
(35.742084143000454, -109.0708059209997)",35.74208414300045,-109.0708059209997
30073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,,,TUBA CITY,AZ,86045,COCONINO,9282832501,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"PO BOX 600
TUBA CITY, AZ 86045
(36.124231721000456, -111.22062774199969)",36.12423172100045,-111.22062774199969
30074,SELLS INDIAN HEALTH SERVICE HOSPITAL,PO BOX 548,,,SELLS,AZ,85634,PIMA,5203837200,Acute Care Hospitals,Government - Federal,TRUE,"PO BOX 548
SELLS, AZ 85634
(31.914560108000444, -111.86751650699966)",31.91456010800044,-111.86751650699966
30077,SAN CARLOS INDIAN HOSPITAL,223 CIBECUE CIRCLE ROAD,,,SAN CARLOS,AZ,85550,GILA,9284757347,Acute Care Hospitals,Government - Federal,TRUE,"223 CIBECUE CIRCLE ROAD
SAN CARLOS, AZ 85550
(33.32424065700047, -109.89287661699967)",33.3242406570004,-109.89287661699967
30078,PHOENIX INDIAN MEDICAL CENTER,4212 NORTH 16TH STREET,,,PHOENIX,AZ,85016,MARICOPA,6022631200,Acute Care Hospitals,Government - Federal,TRUE,"4212 NORTH 16TH STREET
PHOENIX, AZ 85016
(33.49659071900044, -112.04764390299971)",33.4965907190004,-112.04764390299971
30083,PARADISE VALLEY HOSPITAL,3929 EAST BELL ROAD,,,PHOENIX,AZ,85032,MARICOPA,6029235000,Acute Care Hospitals,Proprietary,TRUE,"3929 EAST BELL ROAD
PHOENIX, AZ 85032
(33.64057346700048, -111.9980503059997)",33.6405734670004,-111.9980503059997
30084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",,,CHINLE,AZ,86503,APACHE,9286747001,Acute Care Hospitals,Government - Federal,FALSE,"US HWY 191, HOSPITAL ROAD
CHINLE, AZ 86503
(36.10652147900049, -109.57641683099968)",36.1065214790004,-109.57641683099968
30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,,,TUCSON,AZ,85741,PIMA,5207429000,Acute Care Hospitals,Proprietary,TRUE,"6200 NORTH LA CHOLLA BOULEVARD
TUCSON, AZ 85741
(32.31963109500049, -111.01204829799968)",32.3196310950004,-111.01204829799968
30087,SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,,,SCOTTSDALE,AZ,85260,MARICOPA,4803233000,Acute Care Hospitals,Proprietary,TRUE,"9003 EAST SHEA BOULEVARD
SCOTTSDALE, AZ 85260
(33.58243403000046, -111.88598795199971)",33.5824340300004,-111.88598795199971
30088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,,,MESA,AZ,85206,MARICOPA,4803212000,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,"6644 EAST BAYWOOD AVENUE
MESA, AZ 85206
(33.41045808600046, -111.68797069899966)",33.4104580860004,-111.68797069899966
30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,,,GLENDALE,AZ,85306,MARICOPA,6025885555,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,"5555 WEST THUNDERBIRD ROAD
GLENDALE, AZ 85306
(33.61073345200049, -112.1796202919997)",33.6107334520004,-112.1796202919997
30092,JOHN C LINCOLN DEER VALLEY HOSPITAL,19829 NORTH 27TH AVENUE,,,PHOENIX,AZ,85027,MARICOPA,6238795574,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"19829 NORTH 27TH AVENUE
PHOENIX, AZ 85027
(33.66557043100045, -112.11720782899971)",33.6655704310004,-112.11720782899971
30093,BANNER DEL E WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,,,SUN CITY WEST,AZ,85375,MARICOPA,6232144000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"14502 WEST MEEKER BOULEVARD
SUN CITY WEST, AZ 85375
(33.65832539800044, -112.3720145959997)",33.6583253980004,-112.3720145959997
30094,ARROWHEAD HOSPITAL,18701 NORTH 67TH AVENUE,,,GLENDALE,AZ,85308,MARICOPA,6235611000,Acute Care Hospitals,Proprietary,TRUE,"18701 NORTH 67TH AVENUE
GLENDALE, AZ 85308
(33.654161013000476, -112.20358800299971)",33.65416101300047,-112.20358800299971
30101,WESTERN ARIZONA REGIONAL MEDICAL CTR,2735 SILVER CREEK ROAD,,,BULLHEAD CITY,AZ,86442,MOHAVE,9287632273,Acute Care Hospitals,Proprietary,TRUE,"2735 SILVER CREEK ROAD
BULLHEAD CITY, AZ 86442
(35.109827604000486, -114.55480798199972)",35.10982760400048,-114.55480798199972
30103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,,,PHOENIX,AZ,85054,MARICOPA,4805156296,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"5777 EAST MAYO BOULEVARD
PHOENIX, AZ 85054
(33.66284510400044, -111.9544521899997)",33.6628451040004,-111.9544521899997
30105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,,,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,"6750 EAST BAYWOOD AVENUE
MESA, AZ 85206
(33.410461873000486, -111.68641534899967)",33.41046187300048,-111.68641534899967
30107,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,,,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,FALSE,"4620 EAST BASELINE ROAD
MESA, AZ 85206
(33.37924771000047, -111.73466012299968)",33.3792477100004,-111.73466012299968
30108,"SURGICAL HOSPITAL OF PHOENIX, THE",6501 NORTH 19TH AVENUE,,,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,FALSE,"6501 NORTH 19TH AVENUE
PHOENIX, AZ 85015
(33.53215024800045, -112.09959802799972)",33.5321502480004,-112.09959802799972
30110,WEST VALLEY HOSPITAL,13677 WEST MCDOWELL ROAD,,,GOODYEAR,AZ,85395,MARICOPA,6238821500,Acute Care Hospitals,Proprietary,TRUE,"13677 WEST MCDOWELL ROAD
GOODYEAR, AZ 85395
(33.46423265000044, -112.35252039899967)",33.4642326500004,-112.35252039899967
30111,"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE",2800 EAST AJO WAY,,,TUCSON,AZ,85713,PIMA,5202944471,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"2800 EAST AJO WAY
TUCSON, AZ 85713
(32.17784600300047, -110.93074518099968)",32.1778460030004,-110.93074518099968
30112,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP,2905 WEST WARNER ROAD,,,CHANDLER,AZ,85224,MARICOPA,4806039000,Acute Care Hospitals,Proprietary,FALSE,"2905 WEST WARNER ROAD
CHANDLER, AZ 85224
(33.33480274200048, -111.89087071599971)",33.3348027420004,-111.89087071599971
30113,WHITERIVER PHS INDIAN HOSPITAL,200 WEST HOSPITAL DRIVE  (PO BOX 860),,,WHITERIVER,AZ,85941,NAVAJO,9283384911,Acute Care Hospitals,Government - Federal,TRUE,"200 WEST HOSPITAL DRIVE (PO BOX 860)
WHITERIVER, AZ 85941
(33.821313631000464, -109.9808673229997)",33.82131363100046,-109.9808673229997
30114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,,,ORO VALLEY,AZ,85755,PIMA,5209013500,Acute Care Hospitals,Proprietary,TRUE,"1551 EAST TANGERINE ROAD
ORO VALLEY, AZ 85755
(32.42733774700048, -110.94721016499972)",32.4273377470004,-110.94721016499972
30115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,,,PHOENIX,AZ,85037,MARICOPA,6233274000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"9201 WEST THOMAS ROAD
PHOENIX, AZ 85037
(33.47961339200049, -112.25639964099969)",33.4796133920004,-112.25639964099969
30117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,,,FORT MOHAVE,AZ,86426,MOHAVE,9287882273,Acute Care Hospitals,Proprietary,TRUE,"5330 SOUTH HIGHWAY 95
FORT MOHAVE, AZ 86426
(35.002180173000454, -114.59796549699968)",35.00218017300045,-114.59796549699968
